"","carat","cut","color","clarity","depth","table","price","x","y","z"
"5270",1.02,"Very Good","J","VS2",59.3,58,3796,6.56,6.62,3.91
"29324",0.31,"Premium","H","VS1",62.4,58,698,4.36,4.32,2.71
"17377",0.34,"Premium","H","SI1",60.2,58,612,4.52,4.48,2.71
"41557",0.51,"Very Good","G","SI1",61.4,54,1237,5.2,5.22,3.2
"25755",2.09,"Very Good","I","SI2",63,57,14704,8.09,8.13,5.11
"5498",0.9,"Very Good","I","VS1",62.6,58,3844,6.09,6.15,3.83
"5610",0.74,"Very Good","E","VS1",62.1,53.4,3872,5.8,5.82,3.61
"11780",1.23,"Ideal","J","SI2",63.2,58,5083,6.82,6.74,4.29
"29808",0.3,"Very Good","D","SI1",63.4,56,709,4.29,4.26,2.71
"43318",0.48,"Good","F","VS1",59,60.9,1402,5.09,5.15,3.02
"26537",2.42,"Premium","J","SI2",62.3,58,16198,8.63,8.55,5.35
"48565",0.64,"Ideal","I","IF",62,54,1991,5.53,5.56,3.44
"30714",0.33,"Ideal","E","VS2",61.5,55,738,4.47,4.5,2.76
"33726",0.38,"Ideal","E","SI1",61.4,57,838,4.67,4.64,2.86
"5083",0.9,"Very Good","G","SI1",63.3,56,3752,6.08,6.11,3.86
"7894",1.12,"Very Good","I","SI1",60.6,60,4312,6.73,6.77,4.09
"47231",0.7,"Fair","H","SI1",66,56,1840,5.5,5.53,3.64
"51958",0.79,"Ideal","I","SI1",61.6,57,2442,5.94,6,3.68
"234",0.51,"Ideal","F","VVS1",62,57,2787,5.11,5.15,3.18
"44374",0.43,"Ideal","F","IF",60.9,57,1580,4.89,4.86,2.97
"12756",1,"Premium","E","SI1",59.7,57,5322,6.56,6.48,3.89
"46737",0.52,"Ideal","H","IF",61.8,55,1798,5.17,5.19,3.2
"11062",0.28,"Good","F","VVS2",61.2,62,596,4.16,4.21,2.56
"47905",0.52,"Ideal","D","VS1",62.1,57,1914,5.13,5.2,3.21
"2514",0.9,"Ideal","E","SI2",62.6,56,3200,6.15,6.06,3.82
"15814",1.29,"Ideal","J","SI1",61.6,57,6327,6.98,7.01,4.32
"12203",1.23,"Very Good","I","SI2",62.6,59,5191,6.78,6.86,4.27
"15667",1.01,"Good","G","VS1",63.8,56,6283,6.27,6.34,4.02
"51755",0.65,"Very Good","F","VS1",59.3,56,2406,5.64,5.76,3.37
"43257",0.42,"Premium","G","IF",61.6,58,1400,4.76,4.79,2.94
"46516",0.66,"Ideal","H","SI1",60.9,55,1780,5.63,5.7,3.45
"47919",0.57,"Premium","F","VS1",61.3,58,1915,5.38,5.26,3.26
"13611",1.02,"Ideal","H","VS1",62.2,56,5569,6.48,6.42,4.01
"51565",0.62,"Premium","H","IF",58.9,58,2389,5.65,5.58,3.31
"8115",0.78,"Ideal","D","VS1",62.2,57,4350,5.86,5.9,3.66
"38603",0.4,"Premium","E","VS2",62,58,1038,4.73,4.69,2.92
"50101",0.71,"Very Good","H","SI1",63.1,57,2207,5.65,5.61,3.55
"39517",0.32,"Ideal","E","VVS2",60.8,57,1080,4.46,4.42,2.7
"36635",0.41,"Very Good","D","SI1",63.2,58,947,4.77,4.72,3
"2696",0.9,"Very Good","G","SI2",63.4,59,3246,6.08,6.04,3.84
"13634",1.03,"Premium","H","VS2",61,58,5579,6.53,6.46,3.96
"29183",0.3,"Ideal","F","VVS2",61.8,57,694,4.28,4.33,2.66
"46230",0.5,"Premium","D","VS2",61.2,60,1752,5.08,5.12,3.12
"17650",1.28,"Ideal","H","SI1",61.8,57,7109,7.02,6.97,4.32
"40019",0.46,"Good","F","VS1",56.5,61,1109,5.11,5.05,2.87
"53773",0.7,"Ideal","D","SI1",62,54,2726,5.73,5.76,3.56
"13094",1.3,"Premium","G","SI2",61.8,57,5421,7.02,6.94,4.32
"10296",0.91,"Very Good","E","VS2",62.2,60,4759,6.13,6.21,3.84
"48866",0.71,"Ideal","J","VS1",61.9,55,2034,5.75,5.69,3.54
"19561",1.5,"Fair","E","SI2",59.9,68,8190,7.39,7.3,4.4
"23005",1.02,"Premium","E","VVS1",61.5,59,11062,6.41,6.46,3.96
"44810",0.5,"Ideal","E","VS2",62.1,54,1624,5.11,5.13,3.18
"8041",0.39,"Good","J","VS2",63.3,56,581,4.6,4.63,2.92
"51468",0.72,"Very Good","E","SI2",63.5,59,2376,5.66,5.61,3.58
"971",0.71,"Ideal","G","VVS2",61.5,57,2893,5.73,5.75,3.53
"36073",0.4,"Good","D","SI1",63.6,57,924,4.7,4.67,2.98
"52430",0.7,"Premium","I","VVS1",61.2,59,2513,5.65,5.69,3.47
"27624",2,"Fair","G","VS2",67.6,58,18515,7.65,7.61,5.16
"3158",0.78,"Very Good","E","VS2",61.7,58,3334,5.9,5.93,3.65
"6438",0.91,"Premium","G","SI1",62.2,59,4045,6.15,6.19,3.84
"46012",0.53,"Very Good","G","VS1",63.2,55,1727,5.15,5.13,3.25
"17129",1.23,"Premium","D","SI2",62.3,58,6833,6.81,6.78,4.23
"28616",0.3,"Premium","E","SI1",62.5,60,675,4.27,4.24,2.66
"14369",1.09,"Ideal","F","SI1",62,56,5816,6.59,6.61,4.09
"15704",0.24,"Very Good","F","VVS2",61.8,56,608,4.01,4.04,2.48
"17694",1.27,"Premium","G","SI1",61.4,59,7133,6.98,6.94,4.27
"27900",0.4,"Good","G","SI1",63.3,58,655,4.66,4.69,2.96
"22109",1,"Premium","E","VVS1",60.3,54,10134,6.59,6.47,3.94
"4009",0.9,"Very Good","F","SI2",61.6,58,3519,6.15,6.23,3.81
"3658",0.73,"Very Good","F","VVS2",61.9,59,3442,5.72,5.84,3.58
"27460",2.04,"Premium","H","SI1",62.5,61,18115,8.08,8.04,5.04
"8995",1.05,"Premium","G","SI1",59.1,57,4510,6.73,6.63,3.95
"22307",1.04,"Premium","E","VVS1",62.5,59,10350,6.41,6.46,4.02
"41993",0.43,"Premium","G","VVS1",62,59,1264,4.82,4.8,2.98
"24532",1.81,"Very Good","I","VS2",62.7,58,12822,7.68,7.77,4.84
"25609",1.73,"Good","E","SI1",64.2,58,14479,7.54,7.5,4.83
"15032",0.3,"Premium","G","VS1",62.2,59,605,4.28,4.31,2.67
"37896",0.41,"Ideal","D","VS2",62.4,54,1007,4.74,4.78,2.97
"6661",1,"Premium","G","SI2",62.7,59,4095,6.3,6.36,3.97
"43149",0.33,"Ideal","F","IF",62.1,56,1389,4.41,4.44,2.75
"38696",0.37,"Premium","E","VS2",58.9,61,1041,4.68,4.66,2.75
"45966",0.34,"Ideal","H","SI1",61.3,57,526,4.54,4.55,2.78
"16659",1.25,"Ideal","H","SI1",62.2,57,6661,6.86,6.9,4.28
"16145",1.28,"Ideal","H","SI2",62.8,57,6451,6.92,6.87,4.33
"27124",2.16,"Premium","I","SI1",62.9,55,17313,8.28,8.2,5.18
"26096",1.5,"Premium","F","VS1",59.6,60,15338,7.41,7.49,4.44
"34847",0.3,"Ideal","G","VVS2",62.9,55,878,4.32,4.3,2.71
"25719",1.04,"Ideal","D","IF",61.8,57,14626,6.52,6.49,4.02
"47626",0.65,"Fair","F","VS2",58.3,64,1881,5.7,5.62,3.3
"44079",0.5,"Very Good","D","VS2",63.7,56,1553,4.95,5.03,3.18
"16596",1.14,"Ideal","H","VS2",62,54,6628,6.72,6.74,4.17
"7455",0.78,"Very Good","D","VS1",60.5,55,4234,6,6.03,3.64
"17563",1,"Premium","F","VS2",59,59,7072,6.54,6.51,3.85
"8553",1.01,"Ideal","E","SI2",62.8,57,4434,6.38,6.35,4
"37830",0.33,"Ideal","D","VS2",62.1,56,1002,4.47,4.42,2.76
"8708",0.28,"Ideal","G","VVS2",61.5,56,586,4.22,4.24,2.6
"7640",0.91,"Ideal","F","SI1",62.3,56,4267,6.16,6.19,3.85
"10654",1.01,"Ideal","H","SI1",62.6,55,4836,6.43,6.39,4.01
"29867",0.3,"Ideal","D","VS2",61.7,55,710,4.33,4.36,2.68
"5794",1,"Good","F","SI2",63.7,57,3906,6.32,6.36,4.04
"1218",0.73,"Ideal","F","VS2",62.7,58,2939,5.72,5.77,3.6
"52177",0.7,"Good","H","VVS2",61.4,64,2475,5.73,5.61,3.48
"30280",0.3,"Very Good","D","SI2",62.4,59,447,4.25,4.28,2.66
"40870",0.55,"Premium","F","SI2",60.6,58,1175,5.28,5.31,3.21
"33154",0.31,"Premium","G","VVS1",59.5,60,816,4.39,4.41,2.62
"44532",0.5,"Very Good","D","VS2",63.3,58,1602,5.03,5.05,3.19
"39928",0.31,"Ideal","E","VVS1",61.7,55,1105,4.38,4.4,2.71
"2565",0.9,"Good","F","SI2",64.3,57,3210,6.16,6.06,3.93
"51342",0.74,"Good","H","SI1",62.4,65,2362,5.78,5.71,3.59
"32397",0.31,"Ideal","E","VVS2",61.3,55,791,4.35,4.39,2.68
"28306",0.3,"Very Good","H","SI1",60.9,59,432,4.29,4.31,2.62
"28042",0.38,"Good","I","SI1",63.7,57,659,4.63,4.57,2.93
"39904",0.35,"Ideal","H","IF",61.7,54,1103,4.55,4.53,2.8
"53212",0.85,"Ideal","H","SI2",61.8,54,2635,6.07,6.1,3.76
"16675",1.2,"Premium","H","VS2",62.8,59,6666,6.75,6.7,4.22
"14323",1.14,"Premium","G","SI1",60,55,5801,6.85,6.79,4.09
"43491",0.51,"Premium","F","SI1",61.4,59,1421,5.13,5.13,3.16
"38455",0.44,"Premium","E","SI2",59.7,61,1028,4.97,4.91,2.95
"24753",1.5,"Premium","H","IF",63,59,13107,7.3,7.23,4.58
"32849",0.4,"Very Good","H","VS1",62.7,56,807,4.71,4.73,2.96
"22758",1.02,"Premium","D","VVS2",61.4,58,10773,6.46,6.43,3.96
"34999",0.31,"Ideal","F","VVS1",61.9,53.5,882,4.36,4.39,2.71
"11430",1.16,"Premium","I","SI1",61.5,57,5002,6.79,6.73,4.16
"28618",0.3,"Premium","E","SI1",61.3,60,675,4.28,4.24,2.61
"1614",0.72,"Ideal","E","SI1",60.3,55,3012,5.85,5.89,3.54
"23545",1.5,"Good","E","SI1",58.5,59,11554,7.45,7.49,4.37
"49652",0.59,"Ideal","F","VS1",61.1,56,2140,5.43,5.47,3.33
"31256",0.32,"Ideal","D","VS2",61.6,56,758,4.37,4.4,2.7
"38195",0.41,"Very Good","E","SI1",63.2,56,1015,4.74,4.72,2.99
"17258",1.01,"Ideal","F","SI1",62,56,6907,6.41,6.46,3.99
"2105",0.8,"Good","F","VS1",63.3,55,3116,5.87,5.92,3.73
"28270",0.25,"Good","E","VS1",63.3,60,361,3.99,4.04,2.54
"742",0.33,"Premium","G","SI2",62.6,58,557,4.42,4.4,2.76
"19575",1.09,"Premium","F","VS1",60.9,58,8204,6.67,6.63,4.05
"19807",1.5,"Ideal","I","SI1",62.3,56,8371,7.35,7.41,4.6
"2286",0.9,"Very Good","H","SI2",62.9,57,3160,6.09,6.16,3.85
"41352",0.57,"Premium","H","SI1",59.3,58,1218,5.4,5.46,3.22
"470",0.7,"Premium","E","VS1",59.6,57,2818,5.91,5.83,3.5
"44015",0.51,"Premium","G","VS2",62.2,57,1546,5.15,5.1,3.19
"11776",1.02,"Ideal","G","SI1",62.2,56,5082,6.44,6.46,4.01
"9630",1.15,"Premium","I","SI1",62.2,56,4637,6.77,6.67,4.18
"6469",0.9,"Very Good","E","SI1",62.2,60,4054,6.14,6.17,3.83
"6456",0.91,"Premium","D","SI2",61.5,56,4051,6.27,6.22,3.84
"46665",0.56,"Ideal","H","VVS1",62.3,55,1787,5.26,5.3,3.29
"25235",2.07,"Premium","H","SI1",61.1,58,13844,8.27,8.2,5.03
"11219",0.93,"Premium","F","VS2",62.1,59,4961,6.24,6.28,3.89
"44707",0.57,"Ideal","E","SI1",61.2,57,1613,5.37,5.32,3.27
"35123",0.35,"Ideal","G","VVS1",61.2,56,887,4.55,4.57,2.79
"29388",0.31,"Very Good","E","SI1",63.4,57,698,4.33,4.31,2.74
"49534",0.78,"Very Good","H","SI2",62.9,55,2125,5.83,5.87,3.68
"10508",1.02,"Ideal","D","SI1",62.1,53,4798,6.43,6.38,3.98
"53072",0.72,"Very Good","E","SI1",57.9,58,2610,5.92,5.96,3.44
"44727",0.48,"Very Good","E","VS1",59.1,62,1616,5.14,5.18,3.05
"14756",1.01,"Premium","D","SI1",62.3,60,5939,6.4,6.35,3.97
"48283",0.53,"Ideal","D","VS2",62.3,56,1956,5.17,5.14,3.21
"131",0.77,"Ideal","H","VS2",62,56,2763,5.89,5.86,3.64
"43326",0.51,"Ideal","D","SI1",60.6,57,1403,5.15,5.18,3.13
"25818",2.01,"Ideal","H","SI1",61.5,55,14837,8.11,8.06,4.97
"21347",1.23,"Premium","F","VS1",61.3,60,9489,6.94,6.9,4.24
"34570",0.31,"Ideal","G","IF",61,55,871,4.39,4.42,2.69
"483",0.73,"Good","E","SI1",63.6,57,2821,5.72,5.7,3.63
"46636",0.3,"Good","E","SI1",63.7,59,526,4.21,4.27,2.7
"40233",0.41,"Ideal","G","VVS1",61.5,57,1123,4.79,4.82,2.95
"41687",0.5,"Ideal","E","SI2",61.4,57,1240,5.14,5.09,3.14
"10526",1.01,"Good","D","SI2",63.6,57,4805,6.39,6.35,4.05
"22711",2.06,"Ideal","I","SI2",61.4,57,10728,8.22,8.18,5.03
"27084",2.05,"Ideal","J","VVS2",62.7,56,17214,8.18,8.11,5.11
"19309",1.03,"Ideal","G","VVS2",61.6,57,8020,6.51,6.48,4
"22962",1.37,"Ideal","G","VS1",61.1,55,11009,7.2,7.16,4.39
"10024",0.23,"Ideal","I","VVS1",63,56,414,3.94,3.9,2.47
"9415",1.01,"Good","G","SI1",63.6,57,4588,6.33,6.37,4.04
"20591",1.5,"Very Good","J","VS1",63.3,57,8896,7.24,7.2,4.57
"24118",2.01,"Very Good","I","SI1",63.5,55,12271,8.07,8.01,5.11
"17",0.3,"Ideal","I","SI2",62,54,348,4.31,4.34,2.68
"2310",0.7,"Ideal","G","VVS1",62.8,57,3165,5.63,5.68,3.55
"21564",1.51,"Very Good","G","SI1",63.4,58,9664,7.19,7.3,4.59
"30035",0.35,"Ideal","E","VS1",61.5,57,718,4.52,4.55,2.79
"12308",1.13,"Premium","E","SI2",60.4,59,5220,6.7,6.75,4.06
"48415",0.65,"Premium","F","VS2",59.6,58,1970,5.65,5.62,3.36
"36388",0.43,"Ideal","G","VS1",61.2,57,941,4.88,4.83,2.97
"2504",0.7,"Premium","E","VS2",61,59,3199,5.74,5.7,3.49
"3664",0.76,"Ideal","D","VS2",61.2,57,3443,5.89,5.91,3.61
"20629",1,"Premium","F","VVS2",60.6,54,8924,6.56,6.52,3.96
"17700",1.01,"Very Good","G","VVS2",62.5,54,7137,6.38,6.41,4
"38775",0.31,"Ideal","E","VVS2",61.6,57,1046,4.37,4.33,2.68
"18217",1,"Premium","G","VVS2",60.5,62,7392,6.44,6.39,3.88
"46426",0.53,"Good","G","VVS2",64.3,58,1769,5.11,5.15,3.3
"13705",1.51,"Good","E","I1",57.5,59,5601,7.56,7.51,4.33
"6794",0.9,"Good","I","VVS1",63.6,58,4114,6.14,6.1,3.89
"15417",1.28,"Good","G","SI1",57.6,62,6175,7.17,7.13,4.12
"46874",0.53,"Ideal","E","VS2",61.4,56,1813,5.24,5.21,3.21
"53719",0.72,"Premium","G","VVS2",61.6,58,2720,5.78,5.81,3.57
"8449",1.01,"Premium","E","SI2",59.1,60,4412,6.57,6.55,3.88
"38275",0.21,"Premium","E","VS2",60.5,59,386,3.87,3.83,2.33
"11454",1.01,"Premium","G","SI1",62.2,58,5006,6.42,6.4,3.99
"30802",0.43,"Ideal","F","SI2",60.7,57,742,4.88,4.91,2.97
"366",0.71,"Very Good","F","VS1",60,57,2807,5.84,5.9,3.52
"33346",0.41,"Premium","G","VS2",62.6,58,827,4.71,4.74,2.96
"2764",0.8,"Ideal","E","SI2",60.9,57,3251,6,6.03,3.66
"69",0.31,"Premium","G","SI1",61.8,58,553,4.35,4.32,2.68
"47644",0.23,"Very Good","F","IF",59.5,58,530,4,4.03,2.39
"17797",1.1,"Very Good","F","VS2",62.8,56,7174,6.56,6.59,4.13
"43374",0.71,"Fair","J","SI2",65.5,61,1409,5.54,5.49,3.61
"46084",0.6,"Premium","E","SI1",61.9,58,1738,5.39,5.43,3.35
"4770",1,"Good","J","SI1",61.7,62,3690,6.37,6.4,3.94
"24533",1.52,"Premium","D","SI1",59.8,58,12823,7.55,7.51,4.5
"11660",1.24,"Ideal","H","VS1",63,55,5055,6.84,6.81,4.3
"53680",0.79,"Ideal","I","VS2",63,58,2712,5.85,5.89,3.7
"49379",0.73,"Very Good","J","VS2",62.7,57,2101,5.71,5.74,3.59
"3869",0.96,"Very Good","D","SI2",60.2,63,3480,6.3,6.36,3.81
"36475",0.43,"Very Good","G","VS1",61,58,943,4.89,4.92,2.99
"43808",0.51,"Premium","H","VS1",62.5,58,1443,5.12,5.09,3.19
"1879",0.62,"Premium","E","VVS1",61.9,59,3073,5.62,5.5,3.44
"14204",1.01,"Very Good","G","VS2",59.9,60,5759,6.46,6.52,3.89
"43170",0.54,"Ideal","H","VS2",62.6,57,1389,5.24,5.2,3.27
"3899",0.89,"Premium","H","VS1",60.5,59,3489,6.22,6.17,3.75
"36299",0.34,"Premium","E","SI2",61.7,58,477,4.5,4.54,2.79
"34981",0.34,"Ideal","F","VS2",62.1,56,880,4.47,4.45,2.77
"18031",0.35,"Ideal","I","VVS2",62.3,57,614,4.49,4.53,2.81
"48411",0.51,"Very Good","E","VS1",61.8,54.7,1970,5.12,5.15,31.8
"42672",0.51,"Fair","F","VS2",61,66,1334,5.12,5.04,3.1
"2059",0.32,"Premium","H","VS1",60.6,60,561,4.4,4.44,2.68
"1207",0.76,"Premium","E","SI1",58.3,62,2937,6.12,5.95,3.52
"265",0.71,"Premium","E","SI1",61.8,59,2792,5.7,5.75,3.54
"20113",1.25,"Very Good","G","VS1",62.7,56,8580,6.81,6.93,4.31
"1003",0.98,"Good","H","SI2",57.9,56,2898,6.51,6.47,3.76
"48128",0.63,"Very Good","D","SI1",62.8,57,1939,5.46,5.49,3.44
"3874",0.81,"Ideal","F","SI1",62.3,55,3481,5.96,6,3.72
"33198",0.3,"Ideal","G","VVS2",62.2,54,819,4.33,4.29,2.68
"14541",1.18,"Good","D","SI2",59.7,61,5871,6.83,6.88,4.09
"41800",0.4,"Very Good","E","VS1",62.7,55,1250,4.69,4.72,2.95
"28202",0.4,"Very Good","E","SI2",62.9,59,666,4.66,4.69,2.94
"37558",0.31,"Premium","G","IF",61.6,55,988,4.42,4.38,2.71
"41433",0.45,"Fair","H","VVS2",65.8,56,1227,4.82,4.7,3.13
"14899",1.7,"Very Good","F","I1",63.1,56,5998,7.62,7.51,4.78
"18254",1.32,"Ideal","G","SI1",61.9,57,7414,7.05,7.01,4.35
"39027",0.43,"Very Good","G","VVS2",62.2,55,1056,4.81,4.84,3
"43451",0.5,"Very Good","E","SI1",63.3,58,1415,5.03,4.99,3.17
"10148",1.25,"Good","I","SI2",63.9,56,4725,6.81,6.77,4.34
"53041",0.71,"Ideal","G","SI1",62.5,57,2604,5.67,5.69,3.55
"47160",0.76,"Ideal","J","SI2",61.5,54,1833,5.9,5.93,3.64
"36454",0.31,"Premium","D","VS2",62.3,55,942,4.35,4.32,2.7
"44017",0.51,"Premium","G","VS2",62.9,58,1546,5.11,5.06,3.2
"29639",0.3,"Very Good","I","VS1",61.6,61,442,4.23,4.28,2.62
"37798",0.41,"Ideal","G","VVS1",61.8,55,1000,4.76,4.79,2.95
"31054",0.34,"Ideal","H","VVS1",61.1,56,751,4.51,4.56,2.77
"38636",0.31,"Premium","I","VS1",60.8,59,489,4.37,4.41,2.67
"13920",1.23,"Very Good","J","VVS2",61.2,57,5665,6.86,6.92,4.22
"13751",1.1,"Premium","D","SI1",58.8,61,5606,6.73,6.67,3.94
"3911",0.54,"Ideal","D","VVS1",61.2,57,3494,5.25,5.27,3.22
"35371",0.41,"Very Good","G","VS1",62.7,57,899,4.74,4.77,2.98
"792",0.7,"Very Good","D","SI1",62.5,55,2862,5.67,5.72,3.56
"40908",0.46,"Very Good","G","VS1",61.4,59.7,1179,4.94,4.97,3.05
"36833",0.3,"Ideal","E","IF",61.2,58,957,4.31,4.38,2.66
"49338",0.57,"Ideal","G","VVS2",61.7,54,2095,5.32,5.41,3.31
"18300",1.47,"Very Good","H","SI2",62.6,58,7438,7.17,7.24,4.51
"43498",0.54,"Good","G","VS2",63.6,56,1422,5.14,5.17,3.28
"48438",0.51,"Ideal","G","VVS2",61.9,55,1974,5.19,5.15,3.2
"28918",0.3,"Ideal","G","VVS2",61.5,56,684,4.31,4.34,2.66
"1910",0.82,"Premium","F","SI1",61.1,60,3080,6.02,5.96,3.66
"30120",0.32,"Ideal","G","VS2",62,57,720,4.41,4.39,2.73
"41193",0.48,"Ideal","I","IF",61.4,55,1202,5.05,5.08,3.11
"38790",0.31,"Ideal","G","VVS1",60.7,57,1046,4.4,4.37,2.66
"47481",0.59,"Good","F","VS1",60.5,61,1861,5.43,5.5,3.31
"52281",0.72,"Ideal","I","VVS1",62.9,57,2493,5.68,5.77,3.6
"23561",1.21,"Ideal","G","VVS1",61.5,56,11572,6.83,6.89,4.22
"17885",1.11,"Ideal","E","SI1",62.1,55,7218,6.66,6.68,4.14
"44708",0.57,"Ideal","E","SI1",62.2,57,1613,5.33,5.31,3.31
"13306",1.09,"Ideal","G","SI1",62.4,56,5496,6.57,6.61,4.11
"39474",0.41,"Premium","E","VS1",61.2,58,1079,4.76,4.78,2.92
"9416",1.01,"Very Good","D","SI2",58.3,59,4588,6.63,6.67,3.88
"1949",0.72,"Ideal","F","VS1",62.4,56,3084,5.76,5.72,3.58
"33444",0.32,"Ideal","G","VS1",61.6,56,828,4.42,4.38,2.71
"11699",0.9,"Good","E","VS1",62.2,60,5068,6.12,6.16,3.82
"33989",0.42,"Very Good","G","VS2",60.1,61,847,4.81,4.84,2.9
"27956",0.27,"Ideal","I","VS1",61.9,54,432,4.15,4.18,2.58
"12875",1.03,"Premium","H","VS2",61.6,61,5364,6.51,6.44,3.99
"32805",0.34,"Ideal","D","VS2",62,54,805,4.48,4.52,2.79
"12181",1.06,"Premium","G","SI1",62.7,56,5183,6.55,6.46,4.08
"42083",0.53,"Premium","G","SI1",61.3,58,1273,5.22,5.19,3.19
"41359",0.53,"Very Good","G","SI1",61,55,1219,5.21,5.32,3.21
"29241",0.37,"Very Good","F","VS2",59.2,61,696,4.63,4.69,2.76
"101",0.75,"Very Good","D","SI1",63.2,56,2760,5.8,5.75,3.65
"50093",0.57,"Ideal","G","VVS2",61.7,56,2206,5.33,5.3,3.28
"50892",0.7,"Premium","G","VS2",60.8,58,2317,5.75,5.8,3.51
"11698",1.04,"Ideal","E","SI2",61.1,56,5067,6.55,6.51,3.99
"30526",0.44,"Good","H","SI1",63.5,57,733,4.82,4.85,3.07
"18744",1.34,"Ideal","H","SI1",62.4,54,7659,7.05,7.08,4.41
"30202",0.42,"Very Good","J","VS2",60.9,58,723,4.81,4.85,2.94
"51889",0.73,"Very Good","H","VS2",61.3,60,2430,5.72,5.79,3.53
"35836",0.42,"Very Good","G","SI1",61.7,55,916,4.78,4.81,2.96
"37701",0.5,"Fair","F","SI1",66.5,59,994,5.01,4.91,3.3
"23021",0.3,"Fair","E","VS2",66.7,59,630,4.23,4.05,2.78
"11943",1.01,"Fair","F","SI1",65,61,5131,6.29,6.23,4.07
"43064",0.45,"Ideal","G","IF",62,53,1377,4.94,4.99,3.08
"41246",0.58,"Ideal","F","SI2",62.6,57,1208,5.27,5.33,3.32
"3263",1.02,"Very Good","J","SI2",63.1,58,3359,6.38,6.34,4.01
"33933",0.33,"Ideal","I","VS2",62.4,56,463,4.39,4.43,2.75
"20039",0.3,"Good","H","SI1",63.4,58,421,4.21,4.24,2.68
"3808",0.9,"Good","H","SI1",64.4,58,3465,6.04,6.08,3.9
"30258",0.35,"Very Good","G","VS1",59.2,60,725,4.59,4.64,2.73
"52828",0.7,"Ideal","F","SI1",62.1,56,2573,5.65,5.67,3.51
"542",0.7,"Ideal","D","SI2",60.6,57,2828,5.74,5.77,3.49
"3999",0.7,"Ideal","H","VVS1",61.5,57,3517,5.69,5.73,3.51
"32417",0.41,"Premium","D","SI1",61,59,791,4.76,4.78,2.91
"2993",0.9,"Very Good","G","SI2",62.1,58,3303,6.08,6.13,3.79
"29541",0.31,"Ideal","D","VS1",62.1,56,704,4.3,4.36,2.69
"32990",0.38,"Premium","D","SI2",62.1,55,812,4.65,4.62,2.88
"35248",0.3,"Premium","E","VVS1",60,60,895,4.35,4.38,2.62
"19376",0.27,"Ideal","E","VVS2",62,55,622,4.12,4.14,2.56
"5750",0.98,"Very Good","E","SI2",61.1,60,3895,6.31,6.36,3.87
"21084",1.41,"Good","H","VS2",63.8,60,9254,7.12,7.04,4.52
"20458",1.24,"Ideal","G","VS2",62.3,57,8799,6.95,6.89,4.31
"11147",1.03,"Premium","F","SI1",62.2,59,4942,6.45,6.41,4
"20442",1.51,"Fair","G","VS2",56,65,8794,7.68,7.57,4.27
"52491",0.75,"Ideal","H","SI1",62.9,57,2523,5.75,5.8,3.63
"8797",1.1,"Premium","E","SI1",60,58,4472,6.68,6.65,4.05
"19148",1.07,"Premium","E","VS1",62,60,7909,6.58,6.49,4.05
"30979",0.37,"Premium","F","VS2",61.9,58,746,4.54,4.6,2.83
"34580",0.43,"Premium","F","SI2",60.2,60,871,4.91,4.85,2.94
"3011",1,"Very Good","D","SI2",63.4,58,3304,6.33,6.3,4.01
"51137",0.78,"Ideal","E","SI2",60.8,56,2340,5.98,5.92,3.62
"29607",0.35,"Ideal","F","VS2",62.1,56,706,4.54,4.57,2.83
"32804",0.34,"Ideal","E","VS1",62.4,55,805,4.44,4.47,2.78
"6382",0.25,"Ideal","E","VVS2",62.1,57,576,4.04,4.07,2.52
"25622",2.14,"Premium","H","SI1",62.3,58,14490,8.28,8.22,5.14
"49428",0.7,"Premium","F","SI2",61.9,62,2107,5.69,5.66,3.51
"7164",0.93,"Premium","F","SI1",61.1,59,4182,6.32,6.29,3.85
"22946",1.01,"Very Good","E","VVS1",63.6,55,10993,6.35,6.39,4.05
"49395",0.71,"Fair","I","VS1",64.5,56,2104,5.61,5.56,3.6
"29565",0.41,"Good","F","SI1",63.4,57,705,4.73,4.74,3
"8549",1.01,"Good","H","SI1",63.1,60,4432,6.37,6.41,4.03
"16246",1.01,"Good","G","VS1",63.7,57,6499,6.32,6.37,4.04
"47567",0.51,"Ideal","G","VVS2",60.1,56,1875,5.19,5.22,3.13
"51934",0.63,"Ideal","D","VS1",61.6,55,2440,5.52,5.55,3.41
"9487",0.91,"Very Good","F","VS2",60.8,57,4606,6.24,6.25,3.8
"20301",1.33,"Ideal","H","VS1",59.3,57,8714,7.22,7.18,4.27
"2412",1.5,"Good","G","I1",57.4,62,3179,7.56,7.39,4.29
"611",0.71,"Premium","F","VS1",59,60,2839,5.82,5.8,3.43
"28112",0.36,"Ideal","D","SI1",62,56,663,4.55,4.61,2.84
"583",0.77,"Ideal","E","SI2",60.7,55,2834,6.01,5.95,3.63
"51898",0.71,"Very Good","H","VS2",62.6,56,2432,5.68,5.72,3.57
"35236",0.39,"Good","G","VVS2",63.4,57,894,4.62,4.65,2.94
"343",0.71,"Very Good","E","VS2",63.8,58,2804,5.62,5.66,3.6
"8815",1.02,"Ideal","H","SI1",61.6,56,4476,6.51,6.55,4.02
"16985",1.25,"Ideal","H","SI1",62.2,57,6783,6.9,6.86,4.28
"20687",1.21,"Very Good","D","VS2",62.6,59,8969,6.72,6.79,4.23
"53271",0.66,"Ideal","F","VS2",62.4,54,2648,5.55,5.61,3.48
"16362",0.33,"Premium","D","SI1",60.1,59,608,4.46,4.49,2.69
